Source_File,Text_ID,Content_Type,Author,Date,Text,Engagement,Thread_ID,clean_text
全运会31.txt,Comment_02_148,Comment,momo,2025-10-15广东,九点多十点吧 参考冠军赛,,全运会31_Thread_02,九点多十点吧 参考冠军赛
全运会31.txt,Comment_02_150,Comment,棉花糖,2025-10-15江西,比国外的还贵。,,全运会31_Thread_02,比国外的还贵。
全运会31.txt,Comment_02_152,Comment,元贤,2025-10-15广东,而且游泳比赛才三分钟吧。。。。。。,,全运会31_Thread_02,而且游泳比赛才三分钟吧。。。。。。
全运会31.txt,Comment_02_153,Comment,元贤,2025-10-15广东,又没有国外大咖来提高观赏，全运会你胡作非为,,全运会31_Thread_02,又没有国外大咖来提高观赏，全运会你胡作非为
全运会31.txt,Comment_02_154,Comment,,2025-10-15重庆,momo 几分钟就游完了竟然八百？这是指着鼻子说“我要抢钱”吧,,全运会31_Thread_02,momo 几分钟就游完了竟然八百？这是指着鼻子说“我要抢钱”吧
全运会31.txt,Comment_02_156,Comment,开心果,2025-10-15广东,羽球也是同价的,,全运会31_Thread_02,羽球也是同价的
全运会31.txt,Comment_02_160,Comment,米自闭基罗,2025-10-15广东,我在新加坡看世锦赛晚场也才八百块,,全运会31_Thread_02,我在新加坡看世锦赛晚场也才八百块
全运会31.txt,Comment_02_162,Comment,别急我先拉扯,2025-10-15浙江,它怎么比篮球还贵,,全运会31_Thread_02,它怎么比篮球还贵
全运会31.txt,Comment_02_164,Comment,小红薯67A489E3,2025-10-15山西,天呀好贵，还好我已经跑路了,,全运会31_Thread_02,天呀好贵，还好我已经跑路了
全运会31.txt,Comment_02_166,Comment,momo,2025-10-15福建,好贵啊 乒丝一枚，你们能看的时间也太短了，虽然有肉看,,全运会31_Thread_02,好贵啊 乒丝一枚，你们能看的时间也太短了，虽然有肉看
全运会31.txt,Comment_02_168,Comment,今日宜泡脚,2025-10-15湖南,真的好贵啊几分钟的比赛,,全运会31_Thread_02,真的好贵啊几分钟的比赛
全运会31.txt,Comment_02_170,Comment,橘子吸吸果冻,2025-10-15湖南,我真服了，贵死了,,全运会31_Thread_02,我真服了，贵死了
全运会31.txt,Comment_02_172,Comment,momo,2025-10-15广东,换个角度这个价能看满地都是腹肌男,,全运会31_Thread_02,换个角度这个价能看满地都是腹肌男
全运会31.txt,Comment_02_174,Comment,Arthur的RX迷姐,2025-10-15辽宁,游泳全运会一直是价高的项目呀，而且奥运会上也是大热项目。,,全运会31_Thread_02,游泳全运会一直是价高的项目呀，而且奥运会上也是大热项目。
全运会31.txt,Comment_02_176,Comment,张帅子,2025-10-15江西, 游泳是大热，但是以你泳现在的水准（特指男泳）除了几个ogg，说实话真是配不上这个价,,全运会31_Thread_02, 游泳是大热，但是以你泳现在的水准（特指男泳）除了几个ogg，说实话真是配不上这个价
全运会31.txt,Comment_02_178,Comment,,2025-10-15广西,真的好离谱，学生党哭了,,全运会31_Thread_02,真的好离谱，学生党哭了
全运会31.txt,Comment_02_182,Comment,,2025-10-15广东,@njy今天吃麦了吗 我嘞个豆,,全运会31_Thread_02,@njy今天吃麦了吗 我嘞个豆
全运会31.txt,Comment_02_184,Comment,njy今天吃麦了吗,2025-10-17广东,尬住R,,全运会31_Thread_02,尬住R
全运会31.txt,Comment_02_186,Comment,小mo,2025-10-15浙江,18年杭州世锦赛我那时候买的好像一千二百多（那时候还没有那么大热，也可能是国际赛事贵）,,全运会31_Thread_02,18年杭州世锦赛我那时候买的好像一千二百多（那时候还没有那么大热，也可能是国际赛事贵）
全运会31.txt,Comment_02_188,Comment,国家队赞助商,2025-10-15广东,@参见兔兔大王 好贵,,全运会31_Thread_02,@参见兔兔大王 好贵
全运会31.txt,Comment_02_193,Comment,,2025-10-15广东,游泳在哪比呀,,全运会31_Thread_02,游泳在哪比呀
全运会31.txt,Comment_02_198,Comment,,2025-10-15广东,我的天啊,,全运会31_Thread_02,我的天啊
全运会31.txt,Comment_02_200,Comment,哔哔哔叭叭叭,2025-10-15广东,亚运会游泳我买的三百多块，都不要这么贵,,全运会31_Thread_02,亚运会游泳我买的三百多块，都不要这么贵
全运会31.txt,Comment_02_202,Comment,,2025-10-15山东,0个亲民。。。,,全运会31_Thread_02,0个亲民。。。
全运会31.txt,Comment_02_204,Comment,,2025-10-15广东,本来准备请年假去看的，现在准备多买条项链,,全运会31_Thread_02,本来准备请年假去看的，现在准备多买条项链
全运会31.txt,Comment_02_206,Comment,好运ABC君,2025-10-15广东,挖槽，这是什么比赛，游泳吗？,,全运会31_Thread_02,挖槽，这是什么比赛，游泳吗？
全运会31.txt,Comment_02_208,Comment,cookieonho,2025-10-15广东,对 全运会,,全运会31_Thread_02,对 全运会
全运会31.txt,Comment_02_210,Comment,不准喝冰的（混团决赛版）,2025-10-15重庆,是让我把他们的腹肌都摸完了 他们再上场吗,,全运会31_Thread_02,是让我把他们的腹肌都摸完了 他们再上场吗
全运会31.txt,Comment_02_212,Comment,,2025-10-15浙江,十二运十三运价格没比这个低多少,,全运会31_Thread_02,十二运十三运价格没比这个低多少
全运会31.txt,Comment_02_214,Comment,进京赶烤冷面,2025-10-15广东,真的好贵啊,,全运会31_Thread_02,真的好贵啊
全运会31.txt,Comment_02_216,Comment,人类吃饭比赛冠军,2025-10-15广东,太贵了 我都不忍心买了,,全运会31_Thread_02,太贵了 我都不忍心买了
全运会31.txt,Comment_02_218,Comment,少吃多动我要瘦！,2025-10-15重庆,呃R这么贵不如看场演唱会呃R,,全运会31_Thread_02,呃R这么贵不如看场演唱会呃R
全运会31.txt,Comment_02_220,Comment,,2025-10-15上海,对标国际了吧它巴黎980欧,,全运会31_Thread_02,对标国际了吧它巴黎980欧
全运会31.txt,Comment_02_222,Comment,,2025-10-15陕西,14运就很贵 进去看了两分钟结束了,,全运会31_Thread_02,14运就很贵 进去看了两分钟结束了
全运会31.txt,Comment_02_223,Comment,胡三宝,2025-10-15广东,说的不好听，我相机参数还没来得及调试好 就结束了,,全运会31_Thread_02,说的不好听，我相机参数还没来得及调试好 就结束了
全运会31.txt,Comment_02_225,Comment,,2025-10-15广东,比冠军赛还贵,,全运会31_Thread_02,比冠军赛还贵
全运会31.txt,Comment_02_227,Comment,不会跳水的C,2025-10-15广东,虽然但是估计一开票就抢没了也不用过度纠结,,全运会31_Thread_02,虽然但是估计一开票就抢没了也不用过度纠结
全运会31.txt,Comment_02_229,Comment,雨艺97piano,2025-10-15山东,羡慕泳迷哇，我体操票至今还未开票，表示好久没看游泳比赛了,,全运会31_Thread_02,羡慕泳迷哇，我体操票至今还未开票，表示好久没看游泳比赛了
全运会31.txt,Comment_02_231,Comment,第118号饕客,2025-10-15福建,这个票价真的很离谱啊！！！,,全运会31_Thread_02,这个票价真的很离谱啊！！！
全运会31.txt,Comment_02_233,Comment,崔始源别干政,2025-10-16湖北,所以说我从去年奥运会之后就一直喜欢汪顺但没去看过比赛的原因就是这个，花那么多钱看他从出场到游完退场不到10分钟，太不划算了还是留给有钱有闲的人去看吧,,全运会31_Thread_02,所以说我从去年奥运会之后就一直喜欢汪顺但没去看过比赛的原因就是这个，花那么多钱看他从出场到游完退场不到10分钟，太不划算了还是留给有钱有闲的人去看吧
全运会31.txt,Comment_02_235,Comment,卯卯,2025-10-16广东,水球同样价格，但是14点到21点,,全运会31_Thread_02,水球同样价格，但是14点到21点
全运会31.txt,Comment_02_237,Comment,黑茶小青柠,2025-10-15广东,最晚开票的俩都是来韭菜的,,全运会31_Thread_02,最晚开票的俩都是来韭菜的
全运会31.txt,Comment_02_239,Comment,双胞胎珊瑚海兔,2025-10-15中国香港,嫌贵可以在家看电视，票留给有需要的人去抢,,全运会31_Thread_02,嫌贵可以在家看电视，票留给有需要的人去抢
全运会31.txt,Comment_02_241,Comment,momo,2025-10-15四川,你们这个比乒乓球的混团还贵我去，胖球还可以看几个小时的团体赛呢，好几个台子一起打,,全运会31_Thread_02,你们这个比乒乓球的混团还贵我去，胖球还可以看几个小时的团体赛呢，好几个台子一起打
全运会31.txt,Comment_02_243,Comment,朩戒（见过汪顺,2025-10-15四川,我去的全锦我看到这个票价居然觉得很便宜了,,全运会31_Thread_02,我去的全锦我看到这个票价居然觉得很便宜了
全运会31.txt,Comment_02_245,Comment,Sunshine,2025-10-15四川,你泳只是在喊票价贵，我乒是根本抢不到票啊，找人去线下排队还得加钱,,全运会31_Thread_02,你泳只是在喊票价贵，我乒是根本抢不到票啊，找人去线下排队还得加钱
全运会31.txt,Comment_02_246,Comment,肯恰拿,2025-10-15北京,我们是因为时间短才觉得贵，喜欢的选手最多三分钟就看不见了可能，800块三分钟，让我加钱能看一小时也行,,全运会31_Thread_02,我们是因为时间短才觉得贵，喜欢的选手最多三分钟就看不见了可能，800块三分钟，让我加钱能看一小时也行
全运会31.txt,Comment_02_248,Comment,沉默的羔羊,2025-10-15上海,我们糊糊冬季项目还卖880呢，他们怎么敢的？,,全运会31_Thread_02,我们糊糊冬季项目还卖880呢，他们怎么敢的？
全运会31.txt,Comment_02_250,Comment,希希笑嘻嘻,2025-10-15江苏,就是比冠军赛还贵啊。。。。,,全运会31_Thread_02,就是比冠军赛还贵啊。。。。
全运会31.txt,Comment_02_252,Comment,提一盏灯灯,2025-10-15广东,这是决赛还是什么,,全运会31_Thread_02,这是决赛还是什么
全运会31.txt,Comment_02_254,Comment,cookieonho,2025-10-15广东,是下午场 有决赛半决赛,,全运会31_Thread_02,是下午场 有决赛半决赛
全运会31.txt,Comment_02_257,Comment,,2025-10-15广东,冠军赛a才294离谱，而且大运管热得要命,,全运会31_Thread_02,冠军赛a才294离谱，而且大运管热得要命
全运会31.txt,Comment_02_258,Comment,taylor,2025-10-15广东,太贵了 但是11月份天气还好 场馆内不至于蒸笼一样,,全运会31_Thread_02,太贵了 但是11月份天气还好 场馆内不至于蒸笼一样
全运会31.txt,Comment_02_259,Comment,,2025-10-15广东,taylor  。。  祛魅了就好 这个价格我不如留着买票去大运游泳馆多游几次呢,,全运会31_Thread_02,taylor  。。 祛魅了就好 这个价格我不如留着买票去大运游泳馆多游几次呢
全运会31.txt,Comment_02_261,Comment,,2025-10-15广东, taylor  里面没空调？,,全运会31_Thread_02, taylor 里面没空调？
全运会31.txt,Reply_02_263,Reply,taylor,2025-10-15广东, 水不是睡  场馆里面有空调的,,全运会31_Thread_02, 水不是睡 场馆里面有空调的
全运会31.txt,Comment_02_265,Comment,。。,2025-10-15广东, taylor  真的很贵感觉我们就是韭菜,,全运会31_Thread_02, taylor 真的很贵感觉我们就是韭菜
全运会31.txt,Comment_02_267,Comment,,2025-10-15广东,@SuKha,,全运会31_Thread_02,@SuKha
全运会31.txt,Comment_02_269,Comment,子小,2025-10-15广东,@s魔,,全运会31_Thread_02,@s魔
全运会31.txt,Comment_03_001,Comment,湖稻子,2025-10-15上海,这是什么小程序呀,,全运会31_Thread_03,这是什么小程序呀
全运会31.txt,Comment_03_004,Comment,,2025-10-15加拿大,十五运会官方票务,,全运会31_Thread_03,十五运会官方票务
全运会31.txt,Comment_03_006,Comment,Catain,2025-10-15河南,这怎么还冠名上了。。粤港澳办个全运还卖单项赛事冠名权啊,,全运会31_Thread_03,这怎么还冠名上了。。粤港澳办个全运还卖单项赛事冠名权啊
全运会31.txt,Comment_04_001,Comment,Aspirin_,2025-10-15广东,好看的项目都不在广州泪崩R泪崩R,,全运会31_Thread_04,好看的项目都不在广州泪崩R泪崩R
全运会31.txt,Comment_04_003,Comment,,2025-10-16广东,射击进行中！跳水未开票,,全运会31_Thread_04,射击进行中！跳水未开票
全运会31.txt,Comment_04_005,Comment,momo,2025-10-16广东,大麦没有？,,全运会31_Thread_04,大麦没有？
全运会31.txt,Comment_04_008,Comment,,2025-10-16广东,官方统一平台,,全运会31_Thread_04,官方统一平台
全运会31.txt,Comment_04_010,Comment,Ronin,2025-10-15广东,@蟹老板,,全运会31_Thread_04,@蟹老板
全运会31.txt,Comment_05_001,Comment,Cukrovi,2025-10-16浙江,如果和冠军赛一样的话，11区是颁奖退场对着的位置,,全运会31_Thread_05,如果和冠军赛一样的话，11区是颁奖退场对着的位置
全运会31.txt,Comment_05_004,Comment,,2025-10-16海南,收到谢谢,,全运会31_Thread_05,收到谢谢
全运会31.txt,Reply_05_006,Reply,Cukrovi,2025-10-16浙江, 马蹄抱抱猪  这个是12区下面的角度，11区会更靠近泳池一些,,全运会31_Thread_05, 马蹄抱抱猪 这个是12区下面的角度，11区会更靠近泳池一些
全运会31.txt,Comment_05_008,Comment,马蹄抱抱猪,2025-10-16海南,  Cukrovi  这个位置用什么设备能拍这个效果呀,,全运会31_Thread_05,  Cukrovi 这个位置用什么设备能拍这个效果呀
全运会31.txt,Reply_05_010,Reply,Cukrovi,2025-10-16浙江, 马蹄抱抱猪  我用的50250的镜头，500的位置的话是下面这个图的情况,,全运会31_Thread_05, 马蹄抱抱猪 我用的50250的镜头，500的位置的话是下面这个图的情况
全运会31.txt,Comment_05_013,Comment,,2025-10-16海南, Cukrovi  好滴感谢,,全运会31_Thread_05, Cukrovi 好滴感谢
全运会31.txt,Comment_05_015,Comment,projector,2025-10-16广东,另外一张出么,,全运会31_Thread_05,另外一张出么
全运会31.txt,Comment_05_017,Comment,虎头虎脑,2025-10-16广东,请问另外一张出吗 真的很想要,,全运会31_Thread_05,请问另外一张出吗 真的很想要
全运会31.txt,Comment_05_019,Comment,momo,2025-10-16广东,救命，我超级想抢这个，没有抢到,,全运会31_Thread_05,救命，我超级想抢这个，没有抢到
全运会31.txt,Comment_05_021,Comment,DDDDD,2025-10-16福建,您好请问另一张出吗,,全运会31_Thread_05,您好请问另一张出吗
全运会31.txt,Comment_06_001,Comment,咪酱,2025-10-16广东,一张票的比赛大概看多久,,全运会31_Thread_06,一张票的比赛大概看多久
全运会31.txt,Comment_06_003,Comment,,2025-10-16广东,你看看图一时间表，就是按照上午和晚上分场次的。,,全运会31_Thread_06,你看看图一时间表，就是按照上午和晚上分场次的。
全运会31.txt,Reply_06_005,Reply,咪酱,2025-10-16广东, 筱萸  噢噢，看到了，谢谢,,全运会31_Thread_06, 筱萸 噢噢，看到了，谢谢
全运会31.txt,Comment_06_008,Comment,,2025-10-16广东, 咪酱  不客气,,全运会31_Thread_06, 咪酱 不客气
全运会25.txt,Comment_01_001,Comment,小汤圆,2025-11-05湖南,从哪里出发,,全运会25_Thread_01,从哪里出发
全运会25.txt,Comment_01_007,Comment,,2025-11-12英国,蹲1417号晚,,全运会25_Thread_01,蹲1417号晚
全运会25.txt,Comment_01_009,Comment,nsjbh,2025-11-13湖北,老师拼到了吗,,全运会25_Thread_01,老师拼到了吗
全运会25.txt,Comment_01_012,Comment,,2025-11-09河北,我，1317正在找,,全运会25_Thread_01,我，1317正在找
全运会25.txt,Comment_01_014,Comment,momo,2025-11-10广东,还拼吗,,全运会25_Thread_01,还拼吗
全运会25.txt,Comment_01_017,Comment,,2025-11-09广东,13号晚上亲一个R,,全运会25_Thread_01,13号晚上亲一个R
全运会25.txt,Comment_01_019,Comment,Alien,2025-11-11广东,老师拼到了嘛,,全运会25_Thread_01,老师拼到了嘛
全运会25.txt,Comment_01_022,Comment,,2025-11-06广东,我可以13到15,,全运会25_Thread_01,我可以13到15
全运会25.txt,Comment_01_024,Comment,Alien,2025-11-11广东,老师拼到13了吗,,全运会25_Thread_01,老师拼到13了吗
全运会25.txt,Comment_01_027,Comment,,2025-11-08贵州,蹲1517,,全运会25_Thread_01,蹲1517
全运会25.txt,Comment_01_029,Comment,nsjbh,2025-11-13湖北,老师拼到了吗,,全运会25_Thread_01,老师拼到了吗
全运会25.txt,Comment_01_032,Comment,,2025-11-12广东,蹲13晚,,全运会25_Thread_01,蹲13晚
全运会25.txt,Comment_01_034,Comment,momo,2025-11-10广东,po主还拼吗,,全运会25_Thread_01,po主还拼吗
全运会25.txt,Comment_01_036,Comment,PartysOvOer,2025-11-06四川,卧槽我也成都出发顺丝现在只拼14晚可以吗,,全运会25_Thread_01,卧槽我也成都出发顺丝现在只拼14晚可以吗
全运会25.txt,Comment_02_001,Comment,绝对日落,2025-08-03广东,听说给游泳运动员准备宿舍，不一定住这儿,,全运会25_Thread_02,听说给游泳运动员准备宿舍，不一定住这儿
全运会25.txt,Comment_02_003,Comment,,2025-08-03山西,原来是这样,,全运会25_Thread_02,原来是这样
全运会25.txt,Comment_02_005,Comment,我是一棵树,2025-08-04广东,xs不会住到港中深吧,,全运会25_Thread_02,xs不会住到港中深吧
全运会25.txt,Comment_02_007,Comment,等雨停co,2025-08-05江苏,@@滑稽滑稽玛吉猫 ？。。。,,全运会25_Thread_02,@@滑稽滑稽玛吉猫 ？。。。
全运会25.txt,Comment_02_009,Comment,Rachel,2025-08-05新疆,但是这里离场馆最近，全运会的日期我全都订了,,全运会25_Thread_02,但是这里离场馆最近，全运会的日期我全都订了
全运会25.txt,Comment_02_010,Comment,,2025-08-05广东,绝对日落  Rachel  的确是，冠军赛那会儿很多运动员都是走路回酒店的,,全运会25_Thread_02,绝对日落  Rachel 的确是，冠军赛那会儿很多运动员都是走路回酒店的
全运会25.txt,Comment_02_012,Comment,,2025-08-03陕西,印象中冠军赛那会已经了,,全运会25_Thread_02,印象中冠军赛那会已经了
全运会25.txt,Comment_02_014,Comment,,2025-08-03山西,什么！哈哈哈哈哈,,全运会25_Thread_02,什么！哈哈哈
全运会25.txt,Comment_02_016,Comment,子非鱼,2025-08-03陕西,是的呢，那段时间记得是公布了全运会依然是冠军赛场馆，于是这个中海酒店就订满了,,全运会25_Thread_02,是的呢，那段时间记得是公布了全运会依然是冠军赛场馆，于是这个中海酒店就订满了
全运会25.txt,Reply_02_018,Reply,,2025-08-03山西, 子非鱼  哈哈哈哈大家好迅速,,全运会25_Thread_02, 子非鱼 哈哈哈大家好迅速
全运会25.txt,Comment_02_020,Comment,noeis（見cortis版,2025-08-03中国香港,汪顺不一定住这个酒店的,,全运会25_Thread_02,汪顺不一定住这个酒店的
全运会25.txt,Comment_02_023,Comment,,2025-08-03山西,是不是有全运村啊,,全运会25_Thread_02,是不是有全运村啊
全运会25.txt,Comment_02_026,Comment,,2025-08-12福建,这么快？,,全运会25_Thread_02,这么快？
全运会25.txt,Comment_02_028,Comment,zinnia_yan,2025-08-05浙江,@年糕圣斗士_ 我那天真去搜过这个酒店，一看完全没放就意识到给运动员了和我们打比赛的时候一样一样的,,全运会25_Thread_02,@年糕圣斗士_ 我那天真去搜过这个酒店，一看完全没放就意识到给运动员了和我们打比赛的时候一样一样的
全运会25.txt,Comment_02_030,Comment,徐壹個_,2025-08-05浙江,冠军赛的时候就把全运会的酒店订了,,全运会25_Thread_02,冠军赛的时候就把全运会的酒店订了
全运会25.txt,Comment_02_032,Comment,,2025-08-03广东,这么快就没了好吓人啊,,全运会25_Thread_02,这么快就没了好吓人啊
全运会25.txt,Comment_03_001,Comment,丁丁Linda,2025-10-16江苏,你居然订到？,,全运会25_Thread_03,你居然订到？
全运会25.txt,Comment_03_003,Comment,,2025-10-16北京,朋友订的,,全运会25_Thread_03,朋友订的
全运会25.txt,Comment_03_005,Comment,yoyi,2025-10-17福建,还有吗！亲,,全运会25_Thread_03,还有吗！亲
全运会25.txt,Comment_03_008,Comment,,2025-10-18中国香港,没了没了姐姐,,全运会25_Thread_03,没了没了姐姐
全运会25.txt,Comment_03_010,Comment,puppy,2025-10-07浙江,您好请问还在吗,,全运会25_Thread_03,您好请问还在吗
全运会25.txt,Comment_03_013,Comment,,2025-10-16北京,全出了宝宝,,全运会25_Thread_03,全出了宝宝
全运会25.txt,Comment_03_015,Comment,yoyi,2025-10-17福建,太厉害了,,全运会25_Thread_03,太厉害了
全运会25.txt,Comment_04_001,Comment,小红薯684FD879,2025-11-08广东,太棒了，酒店非常的出片哦,,全运会25_Thread_04,太棒了，酒店非常的出片哦
全运会25.txt,Comment_04_004,Comment,,2025-11-10广东,感谢您的认可,,全运会25_Thread_04,感谢您的认可
全运会25.txt,Comment_05_001,Comment,樂天安,2025-11-16广东,好奇这个水温恒温么 带孩子游过好几家龙岗，这个天都好冷运动员的体制是真的好,,全运会25_Thread_05,好奇这个水温恒温么 带孩子游过好几家龙岗，这个天都好冷运动员的体制是真的好
全运会25.txt,Comment_05_003,Comment,,2025-11-16广东,27，昨晚下去，一开始也是冷,,全运会25_Thread_05,27，昨晚下去，一开始也是冷
全运会25.txt,Comment_05_006,Comment,,2025-11-16广东, 新人小薯瓜  带娃去一定要带泳圈,,全运会25_Thread_05, 新人小薯瓜 带娃去一定要带泳圈
全运会25.txt,Comment_05_008,Comment,睡不醒的甜甜圈,2025-11-16广东,这个泳池是珠江吧,,全运会25_Thread_05,这个泳池是珠江吧
全运会25.txt,Comment_05_010,Comment,,2025-11-16广东,看破不说破,,全运会25_Thread_05,看破不说破
全运会25.txt,Comment_05_012,Comment,,2025-11-16广东,太棒了,,全运会25_Thread_05,太棒了
全运会25.txt,Comment_05_014,Comment,兔比,2025-11-16广东,@我鸡豆了,,全运会25_Thread_05,@我鸡豆了
全运会25.txt,Comment_06_001,Comment,日料痴迷者,2025-11-12广东,知道了知道了，快删掉吧，明天可能就很多人去游泳了,,全运会25_Thread_06,知道了知道了，快删掉吧，明天可能就很多人去游泳了
全运会25.txt,Comment_06_003,Comment,,2025-11-12中国澳门,哈哈哈 根本不敢说我在哪个酒店,,全运会25_Thread_06,哈哈哈 根本不敢说我在哪个酒店
全运会25.txt,Comment_06_005,Comment,,2025-11-12广东, 噗噗的小姨妈  不用说大家都知道了,,全运会25_Thread_06, 噗噗的小姨妈 不用说大家都知道了
全运会25.txt,Reply_06_007,Reply,,2025-11-12中国香港, 日料痴迷者  哈哈哈哈 好像是这么回事,,全运会25_Thread_06, 日料痴迷者 哈哈哈 好像是这么回事
全运会25.txt,Comment_06_009,Comment,momo,2025-11-12江苏,龙队真的太自律了，怪不得会是国乒的常青树,,全运会25_Thread_06,龙队真的太自律了，怪不得会是国乒的常青树
全运会25.txt,Comment_06_011,Comment,,2025-11-12黑龙江,龙队刚从训练馆回去又去健身了？,,全运会25_Thread_06,龙队刚从训练馆回去又去健身了？
全运会25.txt,Comment_06_014,Comment,,2025-11-12中国澳门,半个小时前,,全运会25_Thread_06,半个小时前
全运会25.txt,Comment_06_017,Comment,,2025-11-12广西,真自律啊龙队,,全运会25_Thread_06,真自律啊龙队
全运会25.txt,Comment_06_019,Comment,,2025-11-12辽宁,好自律啊,,全运会25_Thread_06,好自律啊
全运会25.txt,Comment_06_021,Comment,,2025-11-12广东,龙队真的自律刻苦,,全运会25_Thread_06,龙队真的自律刻苦
全运会25.txt,Comment_06_023,Comment,,2025-11-12广东,真的好自律啊,,全运会25_Thread_06,真的好自律啊
全运会25.txt,Comment_06_025,Comment,,2025-11-12广西,真的好自律,,全运会25_Thread_06,真的好自律
全运会25.txt,Comment_06_027,Comment,,2025-11-12云南,真自律啊,,全运会25_Thread_06,真自律啊
全运会25.txt,Comment_06_031,Comment,关掉月亮的音乐键,2025-11-12广东,两件套要准备好啊 这机会很难得遇到,,全运会25_Thread_06,两件套要准备好啊 这机会很难得遇到
全运会25.txt,Comment_06_032,Comment,噗噗的小姨妈,2025-11-12中国澳门, 完全没想到 很惊喜 所以不敢打扰 继续默默游泳 一边游一边看,,全运会25_Thread_06, 完全没想到 很惊喜 所以不敢打扰 继续默默游泳 一边游一边看
全运会25.txt,Comment_06_034,Comment,,2025-11-21四川,你还不如发朋友圈哈哈哈,,全运会25_Thread_06,你还不如发朋友圈哈哈哈
全运会25.txt,Comment_06_037,Comment,,2025-11-22贵州,哈哈哈哈哈 其实我都发了,,全运会25_Thread_06,哈哈哈 其实我都发了
全运会25.txt,Comment_06_039,Comment,柚子吖,2025-11-14福建,100,,全运会25_Thread_06,100
全运会25.txt,Comment_06_041,Comment,躲进猫毛里up,2025-11-12广东,我也要偶遇马龙,,全运会25_Thread_06,我也要偶遇马龙
全运会25.txt,Comment_06_044,Comment,,2025-11-12中国香港,我简直是奇遇 没想到的,,全运会25_Thread_06,我简直是奇遇 没想到的
全运会25.txt,Comment_06_049,Comment,,2025-11-12中国香港,偷偷幸福 太开心,,全运会25_Thread_06,偷偷幸福 太开心
全运会25.txt,Comment_06_051,Comment,1k1k,2025-11-12河南,我也想看完啦R,,全运会25_Thread_06,我也想看完啦R
全运会25.txt,Comment_06_054,Comment,,2025-11-12中国澳门,很激动很激动,,全运会25_Thread_06,很激动很激动
全运会25.txt,Comment_06_056,Comment,,2025-11-12湖南,有照片吗,,全运会25_Thread_06,有照片吗
全运会25.txt,Comment_06_059,Comment,,2025-11-12中国澳门,不敢打扰 我就默默看,,全运会25_Thread_06,不敢打扰 我就默默看
全运会25.txt,Comment_06_061,Comment,,2025-11-12辽宁,好自律的龙队还生着病呢,,全运会25_Thread_06,好自律的龙队还生着病呢
全运会25.txt,Comment_06_062,Comment,ZHIZI,2025-11-13广东,我也要看到马龙17号能不能蹲到他,,全运会25_Thread_06,我也要看到马龙17号能不能蹲到他
全运会25.txt,Comment_07_001,Comment,日料痴迷者,2025-11-12广东,知道了知道了，快删掉吧，明天可能就很多人去游泳了,,全运会25_Thread_07,知道了知道了，快删掉吧，明天可能就很多人去游泳了
全运会25.txt,Comment_07_003,Comment,,2025-11-12中国澳门,哈哈哈 根本不敢说我在哪个酒店,,全运会25_Thread_07,哈哈哈 根本不敢说我在哪个酒店
全运会25.txt,Comment_07_005,Comment,,2025-11-12广东, 噗噗的小姨妈  不用说大家都知道了,,全运会25_Thread_07, 噗噗的小姨妈 不用说大家都知道了
全运会25.txt,Reply_07_007,Reply,,2025-11-12中国香港, 日料痴迷者  哈哈哈哈 好像是这么回事,,全运会25_Thread_07, 日料痴迷者 哈哈哈 好像是这么回事
全运会25.txt,Comment_07_009,Comment,momo,2025-11-12江苏,龙队真的太自律了，怪不得会是国乒的常青树,,全运会25_Thread_07,龙队真的太自律了，怪不得会是国乒的常青树
全运会25.txt,Comment_07_011,Comment,,2025-11-12黑龙江,龙队刚从训练馆回去又去健身了？,,全运会25_Thread_07,龙队刚从训练馆回去又去健身了？
全运会25.txt,Comment_07_014,Comment,,2025-11-12中国澳门,半个小时前,,全运会25_Thread_07,半个小时前
全运会25.txt,Comment_07_017,Comment,,2025-11-12广西,真自律啊龙队,,全运会25_Thread_07,真自律啊龙队
全运会25.txt,Comment_07_019,Comment,,2025-11-12辽宁,好自律啊,,全运会25_Thread_07,好自律啊
全运会25.txt,Comment_07_021,Comment,,2025-11-12广东,龙队真的自律刻苦,,全运会25_Thread_07,龙队真的自律刻苦
全运会25.txt,Comment_07_023,Comment,,2025-11-12广东,真的好自律啊,,全运会25_Thread_07,真的好自律啊
全运会25.txt,Comment_07_025,Comment,,2025-11-12广西,真的好自律,,全运会25_Thread_07,真的好自律
全运会25.txt,Comment_07_027,Comment,,2025-11-12云南,真自律啊,,全运会25_Thread_07,真自律啊
全运会25.txt,Comment_07_031,Comment,关掉月亮的音乐键,2025-11-12广东,两件套要准备好啊 这机会很难得遇到,,全运会25_Thread_07,两件套要准备好啊 这机会很难得遇到
全运会25.txt,Comment_07_032,Comment,噗噗的小姨妈,2025-11-12中国澳门, 完全没想到 很惊喜 所以不敢打扰 继续默默游泳 一边游一边看,,全运会25_Thread_07, 完全没想到 很惊喜 所以不敢打扰 继续默默游泳 一边游一边看
全运会25.txt,Comment_07_034,Comment,,2025-11-21四川,你还不如发朋友圈哈哈哈,,全运会25_Thread_07,你还不如发朋友圈哈哈哈
全运会25.txt,Comment_07_037,Comment,,2025-11-22贵州,哈哈哈哈哈 其实我都发了,,全运会25_Thread_07,哈哈哈 其实我都发了
全运会25.txt,Comment_07_039,Comment,柚子吖,2025-11-14福建,100,,全运会25_Thread_07,100
